time,state,action,new_state,cost,new_state_cost,total_cost
9,"[10, 15, 15]","[(5, 0), (10, 0), (10, 0)]","[15, 25, 25]",1.6230563815,Inf,Inf
9,"[10, 15, 15]","[(0, 1), (10, 0), (10, 0)]","[10, 25, 25]",1.2984451052000001,Inf,Inf
9,"[10, 15, 15]","[(10, 0), (5, 0), (10, 0)]","[20, 20, 25]",1.6230563815,Inf,Inf
9,"[10, 15, 15]","[(5, 0), (5, 0), (10, 0)]","[15, 20, 25]",1.2984451052000001,Inf,Inf
9,"[10, 15, 15]","[(0, 1), (5, 0), (10, 0)]","[10, 20, 25]",0.9738338289000001,Inf,Inf
9,"[10, 15, 15]","[(10, 0), (0, 1), (10, 0)]","[20, 15, 25]",1.2984451052000001,Inf,Inf
9,"[10, 15, 15]","[(5, 0), (0, 1), (10, 0)]","[15, 15, 25]",0.9738338289000001,Inf,Inf
9,"[10, 15, 15]","[(0, 1), (0, 1), (10, 0)]","[10, 15, 25]",0.6492225526000001,Inf,Inf
9,"[10, 15, 15]","[(10, 0), (10, 0), (5, 0)]","[20, 25, 20]",1.6230563815,Inf,Inf
9,"[10, 15, 15]","[(5, 0), (10, 0), (5, 0)]","[15, 25, 20]",1.2984451052000001,Inf,Inf
9,"[10, 15, 15]","[(0, 1), (10, 0), (5, 0)]","[10, 25, 20]",0.9738338289000001,Inf,Inf
9,"[10, 15, 15]","[(10, 0), (5, 0), (5, 0)]","[20, 20, 20]",1.2984451052000001,0.0,1.2984451052000001
9,"[10, 15, 15]","[(5, 0), (5, 0), (5, 0)]","[15, 20, 20]",0.9738338289000001,0.0,0.9738338289000001
9,"[10, 15, 15]","[(0, 1), (5, 0), (5, 0)]","[10, 20, 20]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 15, 15]","[(10, 0), (0, 1), (5, 0)]","[20, 15, 20]",0.9738338289000001,0.0,0.9738338289000001
9,"[10, 15, 15]","[(5, 0), (0, 1), (5, 0)]","[15, 15, 20]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 15, 15]","[(0, 1), (0, 1), (5, 0)]","[10, 15, 20]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 15, 15]","[(10, 0), (10, 0), (0, 1)]","[20, 25, 15]",1.2984451052000001,Inf,Inf
9,"[10, 15, 15]","[(5, 0), (10, 0), (0, 1)]","[15, 25, 15]",0.9738338289000001,Inf,Inf
9,"[10, 15, 15]","[(0, 1), (10, 0), (0, 1)]","[10, 25, 15]",0.6492225526000001,Inf,Inf
9,"[10, 15, 15]","[(10, 0), (5, 0), (0, 1)]","[20, 20, 15]",0.9738338289000001,0.0,0.9738338289000001
9,"[10, 15, 15]","[(5, 0), (5, 0), (0, 1)]","[15, 20, 15]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 15, 15]","[(0, 1), (5, 0), (0, 1)]","[10, 20, 15]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 15, 15]","[(10, 0), (0, 1), (0, 1)]","[20, 15, 15]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 15, 15]","[(5, 0), (0, 1), (0, 1)]","[15, 15, 15]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 15, 15]",0.0,0.0,0.0
9,"[10, 15, 20]","[(10, 0), (10, 0), (10, 0)]","[20, 25, 30]",1.9476676578000003,Inf,Inf
9,"[10, 15, 20]","[(5, 0), (10, 0), (10, 0)]","[15, 25, 30]",1.6230563815,Inf,Inf
9,"[10, 15, 20]","[(0, 1), (10, 0), (10, 0)]","[10, 25, 30]",1.2984451052000001,Inf,Inf
9,"[10, 15, 20]","[(10, 0), (5, 0), (10, 0)]","[20, 20, 30]",1.6230563815,Inf,Inf
9,"[10, 15, 20]","[(5, 0), (5, 0), (10, 0)]","[15, 20, 30]",1.2984451052000001,Inf,Inf
9,"[10, 15, 20]","[(0, 1), (5, 0), (10, 0)]","[10, 20, 30]",0.9738338289000001,Inf,Inf
9,"[10, 15, 20]","[(10, 0), (0, 1), (10, 0)]","[20, 15, 30]",1.2984451052000001,Inf,Inf
9,"[10, 15, 20]","[(5, 0), (0, 1), (10, 0)]","[15, 15, 30]",0.9738338289000001,Inf,Inf
9,"[10, 15, 20]","[(0, 1), (0, 1), (10, 0)]","[10, 15, 30]",0.6492225526000001,Inf,Inf
9,"[10, 15, 20]","[(10, 0), (10, 0), (5, 0)]","[20, 25, 25]",1.6230563815,Inf,Inf
9,"[10, 15, 20]","[(5, 0), (10, 0), (5, 0)]","[15, 25, 25]",1.2984451052000001,Inf,Inf
9,"[10, 15, 20]","[(0, 1), (10, 0), (5, 0)]","[10, 25, 25]",0.9738338289000001,Inf,Inf
9,"[10, 15, 20]","[(10, 0), (5, 0), (5, 0)]","[20, 20, 25]",1.2984451052000001,Inf,Inf
9,"[10, 15, 20]","[(5, 0), (5, 0), (5, 0)]","[15, 20, 25]",0.9738338289000001,Inf,Inf
9,"[10, 15, 20]","[(0, 1), (5, 0), (5, 0)]","[10, 20, 25]",0.6492225526000001,Inf,Inf
9,"[10, 15, 20]","[(10, 0), (0, 1), (5, 0)]","[20, 15, 25]",0.9738338289000001,Inf,Inf
9,"[10, 15, 20]","[(5, 0), (0, 1), (5, 0)]","[15, 15, 25]",0.6492225526000001,Inf,Inf
9,"[10, 15, 20]","[(0, 1), (0, 1), (5, 0)]","[10, 15, 25]",0.32461127630000003,Inf,Inf
9,"[10, 15, 20]","[(10, 0), (10, 0), (0, 1)]","[20, 25, 20]",1.2984451052000001,Inf,Inf
9,"[10, 15, 20]","[(5, 0), (10, 0), (0, 1)]","[15, 25, 20]",0.9738338289000001,Inf,Inf
9,"[10, 15, 20]","[(0, 1), (10, 0), (0, 1)]","[10, 25, 20]",0.6492225526000001,Inf,Inf
9,"[10, 15, 20]","[(10, 0), (5, 0), (0, 1)]","[20, 20, 20]",0.9738338289000001,0.0,0.9738338289000001
9,"[10, 15, 20]","[(5, 0), (5, 0), (0, 1)]","[15, 20, 20]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 15, 20]","[(0, 1), (5, 0), (0, 1)]","[10, 20, 20]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 15, 20]","[(10, 0), (0, 1), (0, 1)]","[20, 15, 20]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 15, 20]","[(5, 0), (0, 1), (0, 1)]","[15, 15, 20]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 15, 20]",0.0,0.0,0.0
9,"[10, 20, 0]","[(10, 0), (10, 0), (10, 0)]","[20, 30, 10]",1.9476676578000003,Inf,Inf
9,"[10, 20, 0]","[(5, 0), (10, 0), (10, 0)]","[15, 30, 10]",1.6230563815,Inf,Inf
9,"[10, 20, 0]","[(0, 1), (10, 0), (10, 0)]","[10, 30, 10]",1.2984451052000001,Inf,Inf
9,"[10, 20, 0]","[(10, 0), (5, 0), (10, 0)]","[20, 25, 10]",1.6230563815,Inf,Inf
9,"[10, 20, 0]","[(5, 0), (5, 0), (10, 0)]","[15, 25, 10]",1.2984451052000001,Inf,Inf
9,"[10, 20, 0]","[(0, 1), (5, 0), (10, 0)]","[10, 25, 10]",0.9738338289000001,Inf,Inf
9,"[10, 20, 0]","[(10, 0), (0, 1), (10, 0)]","[20, 20, 10]",1.2984451052000001,0.0,1.2984451052000001
9,"[10, 20, 0]","[(5, 0), (0, 1), (10, 0)]","[15, 20, 10]",0.9738338289000001,0.0,0.9738338289000001
9,"[10, 20, 0]","[(0, 1), (0, 1), (10, 0)]","[10, 20, 10]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 20, 0]","[(10, 0), (10, 0), (5, 0)]","[20, 30, 5]",1.6230563815,Inf,Inf
9,"[10, 20, 0]","[(5, 0), (10, 0), (5, 0)]","[15, 30, 5]",1.2984451052000001,Inf,Inf
9,"[10, 20, 0]","[(0, 1), (10, 0), (5, 0)]","[10, 30, 5]",0.9738338289000001,Inf,Inf
9,"[10, 20, 0]","[(10, 0), (5, 0), (5, 0)]","[20, 25, 5]",1.2984451052000001,Inf,Inf
9,"[10, 20, 0]","[(5, 0), (5, 0), (5, 0)]","[15, 25, 5]",0.9738338289000001,Inf,Inf
9,"[10, 20, 0]","[(0, 1), (5, 0), (5, 0)]","[10, 25, 5]",0.6492225526000001,Inf,Inf
9,"[10, 20, 0]","[(10, 0), (0, 1), (5, 0)]","[20, 20, 5]",0.9738338289000001,0.0,0.9738338289000001
9,"[10, 20, 0]","[(5, 0), (0, 1), (5, 0)]","[15, 20, 5]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 20, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 20, 5]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 20, 0]","[(10, 0), (10, 0), (0, 1)]","[20, 30, 0]",1.2984451052000001,Inf,Inf
9,"[10, 20, 0]","[(5, 0), (10, 0), (0, 1)]","[15, 30, 0]",0.9738338289000001,Inf,Inf
9,"[10, 20, 0]","[(0, 1), (10, 0), (0, 1)]","[10, 30, 0]",0.6492225526000001,Inf,Inf
9,"[10, 20, 0]","[(10, 0), (5, 0), (0, 1)]","[20, 25, 0]",0.9738338289000001,Inf,Inf
9,"[10, 20, 0]","[(5, 0), (5, 0), (0, 1)]","[15, 25, 0]",0.6492225526000001,Inf,Inf
9,"[10, 20, 0]","[(0, 1), (5, 0), (0, 1)]","[10, 25, 0]",0.32461127630000003,Inf,Inf
9,"[10, 20, 0]","[(10, 0), (0, 1), (0, 1)]","[20, 20, 0]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 20, 0]","[(5, 0), (0, 1), (0, 1)]","[15, 20, 0]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[10, 20, 0]",0.0,0.0,0.0
9,"[10, 20, 5]","[(10, 0), (10, 0), (10, 0)]","[20, 30, 15]",1.9476676578000003,Inf,Inf
9,"[10, 20, 5]","[(5, 0), (10, 0), (10, 0)]","[15, 30, 15]",1.6230563815,Inf,Inf
9,"[10, 20, 5]","[(0, 1), (10, 0), (10, 0)]","[10, 30, 15]",1.2984451052000001,Inf,Inf
9,"[10, 20, 5]","[(10, 0), (5, 0), (10, 0)]","[20, 25, 15]",1.6230563815,Inf,Inf
9,"[10, 20, 5]","[(5, 0), (5, 0), (10, 0)]","[15, 25, 15]",1.2984451052000001,Inf,Inf
9,"[10, 20, 5]","[(0, 1), (5, 0), (10, 0)]","[10, 25, 15]",0.9738338289000001,Inf,Inf
9,"[10, 20, 5]","[(10, 0), (0, 1), (10, 0)]","[20, 20, 15]",1.2984451052000001,0.0,1.2984451052000001
9,"[10, 20, 5]","[(5, 0), (0, 1), (10, 0)]","[15, 20, 15]",0.9738338289000001,0.0,0.9738338289000001
9,"[10, 20, 5]","[(0, 1), (0, 1), (10, 0)]","[10, 20, 15]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 20, 5]","[(10, 0), (10, 0), (5, 0)]","[20, 30, 10]",1.6230563815,Inf,Inf
9,"[10, 20, 5]","[(5, 0), (10, 0), (5, 0)]","[15, 30, 10]",1.2984451052000001,Inf,Inf
9,"[10, 20, 5]","[(0, 1), (10, 0), (5, 0)]","[10, 30, 10]",0.9738338289000001,Inf,Inf
9,"[10, 20, 5]","[(10, 0), (5, 0), (5, 0)]","[20, 25, 10]",1.2984451052000001,Inf,Inf
9,"[10, 20, 5]","[(5, 0), (5, 0), (5, 0)]","[15, 25, 10]",0.9738338289000001,Inf,Inf
9,"[10, 20, 5]","[(0, 1), (5, 0), (5, 0)]","[10, 25, 10]",0.6492225526000001,Inf,Inf
9,"[10, 20, 5]","[(10, 0), (0, 1), (5, 0)]","[20, 20, 10]",0.9738338289000001,0.0,0.9738338289000001
9,"[10, 20, 5]","[(5, 0), (0, 1), (5, 0)]","[15, 20, 10]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 20, 5]","[(0, 1), (0, 1), (5, 0)]","[10, 20, 10]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 20, 5]","[(10, 0), (10, 0), (0, 1)]","[20, 30, 5]",1.2984451052000001,Inf,Inf
9,"[10, 20, 5]","[(5, 0), (10, 0), (0, 1)]","[15, 30, 5]",0.9738338289000001,Inf,Inf
9,"[10, 20, 5]","[(0, 1), (10, 0), (0, 1)]","[10, 30, 5]",0.6492225526000001,Inf,Inf
9,"[10, 20, 5]","[(10, 0), (5, 0), (0, 1)]","[20, 25, 5]",0.9738338289000001,Inf,Inf
9,"[10, 20, 5]","[(5, 0), (5, 0), (0, 1)]","[15, 25, 5]",0.6492225526000001,Inf,Inf
9,"[10, 20, 5]","[(0, 1), (5, 0), (0, 1)]","[10, 25, 5]",0.32461127630000003,Inf,Inf
9,"[10, 20, 5]","[(10, 0), (0, 1), (0, 1)]","[20, 20, 5]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 20, 5]","[(5, 0), (0, 1), (0, 1)]","[15, 20, 5]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 20, 5]",0.0,0.0,0.0
9,"[10, 20, 10]","[(10, 0), (10, 0), (10, 0)]","[20, 30, 20]",1.9476676578000003,Inf,Inf
9,"[10, 20, 10]","[(5, 0), (10, 0), (10, 0)]","[15, 30, 20]",1.6230563815,Inf,Inf
9,"[10, 20, 10]","[(0, 1), (10, 0), (10, 0)]","[10, 30, 20]",1.2984451052000001,Inf,Inf
9,"[10, 20, 10]","[(10, 0), (5, 0), (10, 0)]","[20, 25, 20]",1.6230563815,Inf,Inf
9,"[10, 20, 10]","[(5, 0), (5, 0), (10, 0)]","[15, 25, 20]",1.2984451052000001,Inf,Inf
9,"[10, 20, 10]","[(0, 1), (5, 0), (10, 0)]","[10, 25, 20]",0.9738338289000001,Inf,Inf
9,"[10, 20, 10]","[(10, 0), (0, 1), (10, 0)]","[20, 20, 20]",1.2984451052000001,0.0,1.2984451052000001
9,"[10, 20, 10]","[(5, 0), (0, 1), (10, 0)]","[15, 20, 20]",0.9738338289000001,0.0,0.9738338289000001
9,"[10, 20, 10]","[(0, 1), (0, 1), (10, 0)]","[10, 20, 20]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 20, 10]","[(10, 0), (10, 0), (5, 0)]","[20, 30, 15]",1.6230563815,Inf,Inf
9,"[10, 20, 10]","[(5, 0), (10, 0), (5, 0)]","[15, 30, 15]",1.2984451052000001,Inf,Inf
9,"[10, 20, 10]","[(0, 1), (10, 0), (5, 0)]","[10, 30, 15]",0.9738338289000001,Inf,Inf
9,"[10, 20, 10]","[(10, 0), (5, 0), (5, 0)]","[20, 25, 15]",1.2984451052000001,Inf,Inf
9,"[10, 20, 10]","[(5, 0), (5, 0), (5, 0)]","[15, 25, 15]",0.9738338289000001,Inf,Inf
9,"[10, 20, 10]","[(0, 1), (5, 0), (5, 0)]","[10, 25, 15]",0.6492225526000001,Inf,Inf
9,"[10, 20, 10]","[(10, 0), (0, 1), (5, 0)]","[20, 20, 15]",0.9738338289000001,0.0,0.9738338289000001
9,"[10, 20, 10]","[(5, 0), (0, 1), (5, 0)]","[15, 20, 15]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 20, 10]","[(0, 1), (0, 1), (5, 0)]","[10, 20, 15]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 20, 10]","[(10, 0), (10, 0), (0, 1)]","[20, 30, 10]",1.2984451052000001,Inf,Inf
9,"[10, 20, 10]","[(5, 0), (10, 0), (0, 1)]","[15, 30, 10]",0.9738338289000001,Inf,Inf
9,"[10, 20, 10]","[(0, 1), (10, 0), (0, 1)]","[10, 30, 10]",0.6492225526000001,Inf,Inf
9,"[10, 20, 10]","[(10, 0), (5, 0), (0, 1)]","[20, 25, 10]",0.9738338289000001,Inf,Inf
9,"[10, 20, 10]","[(5, 0), (5, 0), (0, 1)]","[15, 25, 10]",0.6492225526000001,Inf,Inf
9,"[10, 20, 10]","[(0, 1), (5, 0), (0, 1)]","[10, 25, 10]",0.32461127630000003,Inf,Inf
9,"[10, 20, 10]","[(10, 0), (0, 1), (0, 1)]","[20, 20, 10]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 20, 10]","[(5, 0), (0, 1), (0, 1)]","[15, 20, 10]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 20, 10]",0.0,0.0,0.0
9,"[10, 20, 15]","[(10, 0), (10, 0), (10, 0)]","[20, 30, 25]",1.9476676578000003,Inf,Inf
9,"[10, 20, 15]","[(5, 0), (10, 0), (10, 0)]","[15, 30, 25]",1.6230563815,Inf,Inf
9,"[10, 20, 15]","[(0, 1), (10, 0), (10, 0)]","[10, 30, 25]",1.2984451052000001,Inf,Inf
9,"[10, 20, 15]","[(10, 0), (5, 0), (10, 0)]","[20, 25, 25]",1.6230563815,Inf,Inf
9,"[10, 20, 15]","[(5, 0), (5, 0), (10, 0)]","[15, 25, 25]",1.2984451052000001,Inf,Inf
9,"[10, 20, 15]","[(0, 1), (5, 0), (10, 0)]","[10, 25, 25]",0.9738338289000001,Inf,Inf
9,"[10, 20, 15]","[(10, 0), (0, 1), (10, 0)]","[20, 20, 25]",1.2984451052000001,Inf,Inf
9,"[10, 20, 15]","[(5, 0), (0, 1), (10, 0)]","[15, 20, 25]",0.9738338289000001,Inf,Inf
9,"[10, 20, 15]","[(0, 1), (0, 1), (10, 0)]","[10, 20, 25]",0.6492225526000001,Inf,Inf
9,"[10, 20, 15]","[(10, 0), (10, 0), (5, 0)]","[20, 30, 20]",1.6230563815,Inf,Inf
9,"[10, 20, 15]","[(5, 0), (10, 0), (5, 0)]","[15, 30, 20]",1.2984451052000001,Inf,Inf
9,"[10, 20, 15]","[(0, 1), (10, 0), (5, 0)]","[10, 30, 20]",0.9738338289000001,Inf,Inf
9,"[10, 20, 15]","[(10, 0), (5, 0), (5, 0)]","[20, 25, 20]",1.2984451052000001,Inf,Inf
9,"[10, 20, 15]","[(5, 0), (5, 0), (5, 0)]","[15, 25, 20]",0.9738338289000001,Inf,Inf
9,"[10, 20, 15]","[(0, 1), (5, 0), (5, 0)]","[10, 25, 20]",0.6492225526000001,Inf,Inf
9,"[10, 20, 15]","[(10, 0), (0, 1), (5, 0)]","[20, 20, 20]",0.9738338289000001,0.0,0.9738338289000001
9,"[10, 20, 15]","[(5, 0), (0, 1), (5, 0)]","[15, 20, 20]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 20, 15]","[(0, 1), (0, 1), (5, 0)]","[10, 20, 20]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 20, 15]","[(10, 0), (10, 0), (0, 1)]","[20, 30, 15]",1.2984451052000001,Inf,Inf
9,"[10, 20, 15]","[(5, 0), (10, 0), (0, 1)]","[15, 30, 15]",0.9738338289000001,Inf,Inf
9,"[10, 20, 15]","[(0, 1), (10, 0), (0, 1)]","[10, 30, 15]",0.6492225526000001,Inf,Inf
9,"[10, 20, 15]","[(10, 0), (5, 0), (0, 1)]","[20, 25, 15]",0.9738338289000001,Inf,Inf
9,"[10, 20, 15]","[(5, 0), (5, 0), (0, 1)]","[15, 25, 15]",0.6492225526000001,Inf,Inf
9,"[10, 20, 15]","[(0, 1), (5, 0), (0, 1)]","[10, 25, 15]",0.32461127630000003,Inf,Inf
9,"[10, 20, 15]","[(10, 0), (0, 1), (0, 1)]","[20, 20, 15]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 20, 15]","[(5, 0), (0, 1), (0, 1)]","[15, 20, 15]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 20, 15]",0.0,0.0,0.0
9,"[10, 20, 20]","[(10, 0), (10, 0), (10, 0)]","[20, 30, 30]",1.9476676578000003,Inf,Inf
9,"[10, 20, 20]","[(5, 0), (10, 0), (10, 0)]","[15, 30, 30]",1.6230563815,Inf,Inf
9,"[10, 20, 20]","[(0, 1), (10, 0), (10, 0)]","[10, 30, 30]",1.2984451052000001,Inf,Inf
9,"[10, 20, 20]","[(10, 0), (5, 0), (10, 0)]","[20, 25, 30]",1.6230563815,Inf,Inf
9,"[10, 20, 20]","[(5, 0), (5, 0), (10, 0)]","[15, 25, 30]",1.2984451052000001,Inf,Inf
9,"[10, 20, 20]","[(0, 1), (5, 0), (10, 0)]","[10, 25, 30]",0.9738338289000001,Inf,Inf
9,"[10, 20, 20]","[(10, 0), (0, 1), (10, 0)]","[20, 20, 30]",1.2984451052000001,Inf,Inf
9,"[10, 20, 20]","[(5, 0), (0, 1), (10, 0)]","[15, 20, 30]",0.9738338289000001,Inf,Inf
9,"[10, 20, 20]","[(0, 1), (0, 1), (10, 0)]","[10, 20, 30]",0.6492225526000001,Inf,Inf
9,"[10, 20, 20]","[(10, 0), (10, 0), (5, 0)]","[20, 30, 25]",1.6230563815,Inf,Inf
9,"[10, 20, 20]","[(5, 0), (10, 0), (5, 0)]","[15, 30, 25]",1.2984451052000001,Inf,Inf
9,"[10, 20, 20]","[(0, 1), (10, 0), (5, 0)]","[10, 30, 25]",0.9738338289000001,Inf,Inf
9,"[10, 20, 20]","[(10, 0), (5, 0), (5, 0)]","[20, 25, 25]",1.2984451052000001,Inf,Inf
9,"[10, 20, 20]","[(5, 0), (5, 0), (5, 0)]","[15, 25, 25]",0.9738338289000001,Inf,Inf
9,"[10, 20, 20]","[(0, 1), (5, 0), (5, 0)]","[10, 25, 25]",0.6492225526000001,Inf,Inf
9,"[10, 20, 20]","[(10, 0), (0, 1), (5, 0)]","[20, 20, 25]",0.9738338289000001,Inf,Inf
9,"[10, 20, 20]","[(5, 0), (0, 1), (5, 0)]","[15, 20, 25]",0.6492225526000001,Inf,Inf
9,"[10, 20, 20]","[(0, 1), (0, 1), (5, 0)]","[10, 20, 25]",0.32461127630000003,Inf,Inf
9,"[10, 20, 20]","[(10, 0), (10, 0), (0, 1)]","[20, 30, 20]",1.2984451052000001,Inf,Inf
9,"[10, 20, 20]","[(5, 0), (10, 0), (0, 1)]","[15, 30, 20]",0.9738338289000001,Inf,Inf
9,"[10, 20, 20]","[(0, 1), (10, 0), (0, 1)]","[10, 30, 20]",0.6492225526000001,Inf,Inf
9,"[10, 20, 20]","[(10, 0), (5, 0), (0, 1)]","[20, 25, 20]",0.9738338289000001,Inf,Inf
9,"[10, 20, 20]","[(5, 0), (5, 0), (0, 1)]","[15, 25, 20]",0.6492225526000001,Inf,Inf
9,"[10, 20, 20]","[(0, 1), (5, 0), (0, 1)]","[10, 25, 20]",0.32461127630000003,Inf,Inf
9,"[10, 20, 20]","[(10, 0), (0, 1), (0, 1)]","[20, 20, 20]",0.6492225526000001,0.0,0.6492225526000001
9,"[10, 20, 20]","[(5, 0), (0, 1), (0, 1)]","[15, 20, 20]",0.32461127630000003,0.0,0.32461127630000003
9,"[10, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 20, 20]",0.0,0.0,0.0
9,"[15, 0, 0]","[(10, 0), (10, 0), (10, 0)]","[25, 10, 10]",1.9476676578000003,Inf,Inf
9,"[15, 0, 0]","[(5, 0), (10, 0), (10, 0)]","[20, 10, 10]",1.6230563815,0.0,1.6230563815
9,"[15, 0, 0]","[(0, 1), (10, 0), (10, 0)]","[15, 10, 10]",1.2984451052000001,0.0,1.2984451052000001
9,"[15, 0, 0]","[(10, 0), (5, 0), (10, 0)]","[25, 5, 10]",1.6230563815,Inf,Inf
9,"[15, 0, 0]","[(5, 0), (5, 0), (10, 0)]","[20, 5, 10]",1.2984451052000001,0.0,1.2984451052000001
9,"[15, 0, 0]","[(0, 1), (5, 0), (10, 0)]","[15, 5, 10]",0.9738338289000001,0.0,0.9738338289000001
9,"[15, 0, 0]","[(10, 0), (0, 1), (10, 0)]","[25, 0, 10]",1.2984451052000001,Inf,Inf
9,"[15, 0, 0]","[(5, 0), (0, 1), (10, 0)]","[20, 0, 10]",0.9738338289000001,0.0,0.9738338289000001
9,"[15, 0, 0]","[(0, 1), (0, 1), (10, 0)]","[15, 0, 10]",0.6492225526000001,0.0,0.6492225526000001
9,"[15, 0, 0]","[(10, 0), (10, 0), (5, 0)]","[25, 10, 5]",1.6230563815,Inf,Inf
9,"[15, 0, 0]","[(5, 0), (10, 0), (5, 0)]","[20, 10, 5]",1.2984451052000001,0.0,1.2984451052000001
9,"[15, 0, 0]","[(0, 1), (10, 0), (5, 0)]","[15, 10, 5]",0.9738338289000001,0.0,0.9738338289000001
9,"[15, 0, 0]","[(10, 0), (5, 0), (5, 0)]","[25, 5, 5]",1.2984451052000001,Inf,Inf
9,"[15, 0, 0]","[(5, 0), (5, 0), (5, 0)]","[20, 5, 5]",0.9738338289000001,0.0,0.9738338289000001
9,"[15, 0, 0]","[(0, 1), (5, 0), (5, 0)]","[15, 5, 5]",0.6492225526000001,0.0,0.6492225526000001
9,"[15, 0, 0]","[(10, 0), (0, 1), (5, 0)]","[25, 0, 5]",0.9738338289000001,Inf,Inf
9,"[15, 0, 0]","[(5, 0), (0, 1), (5, 0)]","[20, 0, 5]",0.6492225526000001,0.0,0.6492225526000001
9,"[15, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[15, 0, 5]",0.32461127630000003,0.0,0.32461127630000003
9,"[15, 0, 0]","[(10, 0), (10, 0), (0, 1)]","[25, 10, 0]",1.2984451052000001,Inf,Inf
9,"[15, 0, 0]","[(5, 0), (10, 0), (0, 1)]","[20, 10, 0]",0.9738338289000001,0.0,0.9738338289000001
9,"[15, 0, 0]","[(0, 1), (10, 0), (0, 1)]","[15, 10, 0]",0.6492225526000001,0.0,0.6492225526000001
9,"[15, 0, 0]","[(10, 0), (5, 0), (0, 1)]","[25, 5, 0]",0.9738338289000001,Inf,Inf
9,"[15, 0, 0]","[(5, 0), (5, 0), (0, 1)]","[20, 5, 0]",0.6492225526000001,0.0,0.6492225526000001
9,"[15, 0, 0]","[(0, 1), (5, 0), (0, 1)]","[15, 5, 0]",0.32461127630000003,0.0,0.32461127630000003
9,"[15, 0, 0]","[(10, 0), (0, 1), (0, 1)]","[25, 0, 0]",0.6492225526000001,Inf,Inf
9,"[15, 0, 0]","[(5, 0), (0, 1), (0, 1)]","[20, 0, 0]",0.32461127630000003,0.0,0.32461127630000003
9,"[15, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[15, 0, 0]",0.0,0.0,0.0
9,"[15, 0, 5]","[(10, 0), (10, 0), (10, 0)]","[25, 10, 15]",1.9476676578000003,Inf,Inf
9,"[15, 0, 5]","[(5, 0), (10, 0), (10, 0)]","[20, 10, 15]",1.6230563815,0.0,1.6230563815
9,"[15, 0, 5]","[(0, 1), (10, 0), (10, 0)]","[15, 10, 15]",1.2984451052000001,0.0,1.2984451052000001
9,"[15, 0, 5]","[(10, 0), (5, 0), (10, 0)]","[25, 5, 15]",1.6230563815,Inf,Inf
9,"[15, 0, 5]","[(5, 0), (5, 0), (10, 0)]","[20, 5, 15]",1.2984451052000001,0.0,1.2984451052000001
9,"[15, 0, 5]","[(0, 1), (5, 0), (10, 0)]","[15, 5, 15]",0.9738338289000001,0.0,0.9738338289000001
9,"[15, 0, 5]","[(10, 0), (0, 1), (10, 0)]","[25, 0, 15]",1.2984451052000001,Inf,Inf
9,"[15, 0, 5]","[(5, 0), (0, 1), (10, 0)]","[20, 0, 15]",0.9738338289000001,0.0,0.9738338289000001
9,"[15, 0, 5]","[(0, 1), (0, 1), (10, 0)]","[15, 0, 15]",0.6492225526000001,0.0,0.6492225526000001
